transaction_id,recon_status,amount_diff,amount_A,amount_B,currency_A,currency_B,date_A,date_B,status_A,status_B,join_key,date,currency_pair,market_rate,amount_eur,pnl_impact_eur,discrepancy_ratio,anomaly_prediction,anomaly_score,is_anomaly_ml
000cd21a-65a7-4a30-b5b7-0dd9728f5897,MATCH,0.0,943.82,943.82,USD,USD,2024-01-17,2024-01-17,COMPLETED,COMPLETED,EURUSD,2024-01-17,EURUSD,1.0769,876.4230662085616,0.0,0.0,1,0.06540248528469922,NO
0038dc84-a3ed-433a-a722-2ea2261b5048,MATCH,0.0,2824.64,2824.64,CHF,CHF,2024-01-21,2024-01-21,COMPLETED,COMPLETED,EURCHF,2024-01-21,EURCHF,0.9531,2963.6344559857307,0.0,0.0,1,0.09219661782484262,NO
0075d3d5-ba94-4a66-ad7e-4a452099e71f,MATCH,0.0,3312.68,3312.68,CHF,CHF,2024-01-08,2024-01-08,COMPLETED,COMPLETED,EURCHF,2024-01-08,EURCHF,0.951,3483.3648790746583,0.0,0.0,1,0.09920240798292246,NO
008ffab9-38c4-4b38-a8ae-57b9c262cad0,MATCH,0.0,6169.09,6169.09,GBP,GBP,2024-01-22,2024-01-22,COMPLETED,COMPLETED,EURGBP,2024-01-22,EURGBP,0.8403,7341.532785909794,0.0,0.0,1,0.08035253833865669,NO
00a81de9-d20f-47d0-8465-6d6b81fb18b3,MATCH,0.0,1801.54,1801.54,GBP,GBP,2024-01-01,2024-01-01,COMPLETED,COMPLETED,EURGBP,2024-01-01,EURGBP,0.8532,2111.5096108767,0.0,0.0,1,0.07436910032300281,NO
00c59f30-d103-4424-8124-1bb4655ce508,STATUS_MISMATCH,0.0,3891.85,3891.85,GBP,GBP,2024-01-03,2024-01-03,COMPLETED,PENDING,EURGBP,2024-01-03,EURGBP,0.8513,4571.655115705392,0.0,0.0,1,0.06630711070585216,NO
00e78824-33ee-46e7-b5de-feba21aea39b,MATCH,0.0,6962.88,6962.88,USD,USD,2024-01-21,2024-01-21,COMPLETED,COMPLETED,EURUSD,2024-01-21,EURUSD,1.0758,6472.281093139988,0.0,0.0,1,0.0904087127280751,NO
00f2baa4-931b-4fae-a42e-3a16e79503fb,MATCH,0.0,2809.88,2809.88,CHF,CHF,2024-01-19,2024-01-19,COMPLETED,COMPLETED,EURCHF,2024-01-19,EURCHF,0.9497,2958.7027482362855,0.0,0.0,1,0.09219661782484262,NO
00fa0eb4-5c5f-48d4-8df4-07b82751ab86,MATCH,0.0,6777.48,6777.48,GBP,GBP,2024-01-25,2024-01-25,COMPLETED,COMPLETED,EURGBP,2024-01-25,EURGBP,0.8446,8024.484963296234,0.0,0.0,1,0.08217589849890777,NO
010e4265-ad3f-4dd4-8496-26ba30c9a2be,MATCH,0.0,2618.73,2618.73,GBP,GBP,2024-01-07,2024-01-07,COMPLETED,COMPLETED,EURGBP,2024-01-07,EURGBP,0.8477,3089.217883685266,0.0,0.0,1,0.06358014827844982,NO
011bb348-8981-4f35-8107-50bce6d33572,MATCH,0.0,5083.28,5083.28,CHF,CHF,2024-01-21,2024-01-21,COMPLETED,COMPLETED,EURCHF,2024-01-21,EURCHF,0.9531,5333.417269961179,0.0,0.0,1,0.10142170992108279,NO
011c4544-7fb3-4be5-b6bf-2f7222778161,MATCH,0.0,2686.4,2686.4,USD,USD,2024-01-12,2024-01-12,COMPLETED,COMPLETED,EURUSD,2024-01-12,EURUSD,1.0877,2469.798657718121,0.0,0.0,1,0.08769252638905972,NO
0123a348-638a-4df6-adf7-2cd3979aa051,MATCH,0.0,4974.98,4974.98,USD,USD,2024-01-02,2024-01-02,COMPLETED,COMPLETED,EURUSD,2024-01-02,EURUSD,1.0808,4603.053293856402,0.0,0.0,1,0.09465371628787594,NO
0130d66b-932d-4648-a769-b0f1ee01b9e0,MATCH,0.0,4363.74,4363.74,CHF,CHF,2024-01-06,2024-01-06,COMPLETED,COMPLETED,EURCHF,2024-01-06,EURCHF,0.9515,4586.169206516027,0.0,0.0,1,0.10736470210308585,NO
0131ff3b-6221-4670-ba36-e788f71fb9a6,MATCH,0.0,7115.01,7115.01,USD,USD,2024-01-06,2024-01-06,COMPLETED,COMPLETED,EURUSD,2024-01-06,EURUSD,1.0845,6560.636237897649,0.0,0.0,1,0.09241748184413623,NO
01a25ed1-c3ab-45f1-8c6b-7074ab102c9b,MATCH,0.0,300.31,300.31,GBP,GBP,2024-01-29,2024-01-29,COMPLETED,COMPLETED,EURGBP,2024-01-29,EURGBP,0.8449,355.4385134335424,0.0,0.0,1,0.000977446567801965,NO
01ae7eb1-4d45-4ea5-a3ec-4f6afe503fdc,MATCH,0.0,7893.44,7893.44,CHF,CHF,2024-01-25,2024-01-25,COMPLETED,COMPLETED,EURCHF,2024-01-25,EURCHF,0.9514,8296.657557284001,0.0,0.0,1,0.08458313044189247,NO
01afb939-c4df-4b8d-84eb-8e5d6a6e94cf,MATCH,0.0,2890.19,2890.19,USD,USD,2024-01-12,2024-01-12,COMPLETED,COMPLETED,EURUSD,2024-01-12,EURUSD,1.0877,2657.157304403788,0.0,0.0,1,0.09622399694059786,NO
01b1c626-16a4-4bfa-a032-9ee6c190b0cf,MATCH,0.0,9591.52,9591.52,GBP,GBP,2024-01-12,2024-01-12,COMPLETED,COMPLETED,EURGBP,2024-01-12,EURGBP,0.8471,11322.771809703696,0.0,0.0,1,0.012255163001881009,NO
01b8c14a-fd68-45d7-937a-430a2f2aa5e8,MATCH,0.0,6280.22,6280.22,USD,USD,2024-01-05,2024-01-05,COMPLETED,COMPLETED,EURUSD,2024-01-05,EURUSD,1.085,5788.2211981566825,0.0,0.0,1,0.08715764159468087,NO
01bb819c-4dfe-4117-a2af-711f1b628a9d,MATCH,0.0,3656.58,3656.58,CHF,CHF,2024-01-29,2024-01-29,COMPLETED,COMPLETED,EURCHF,2024-01-29,EURCHF,0.9522,3840.138626339004,0.0,0.0,1,0.09427296948641917,NO
01bf9e73-3f80-4385-af92-40b652d78f10,MATCH,0.0,9748.09,9748.09,CHF,CHF,2024-01-12,2024-01-12,COMPLETED,COMPLETED,EURCHF,2024-01-12,EURCHF,0.9575,10180.772845953004,0.0,0.0,1,0.028008152518539497,NO
01d3a033-3586-4e6f-9b24-955cb4fbdaf2,MATCH,0.0,7336.45,7336.45,CHF,CHF,2024-01-23,2024-01-23,COMPLETED,COMPLETED,EURCHF,2024-01-23,EURCHF,0.9506,7717.704607616242,0.0,0.0,1,0.09170495497768782,NO
01d74256-3860-4ab6-96a4-02f23ae8cc93,MATCH,0.0,6249.48,6249.48,CHF,CHF,2024-01-01,2024-01-01,COMPLETED,COMPLETED,EURCHF,2024-01-01,EURCHF,0.9479,6592.973942398987,0.0,0.0,1,0.09704361309117698,NO
01e187d8-1a31-4044-95a0-f35665abc9ff,MATCH,0.0,9278.32,9278.32,USD,USD,2024-01-03,2024-01-03,COMPLETED,COMPLETED,EURUSD,2024-01-03,EURUSD,1.0822,8573.572352615043,0.0,0.0,1,0.045684175103817615,NO
0227b8d5-b070-4a53-90ce-857f75c72fb6,MATCH,0.0,4118.07,4118.07,USD,USD,2024-01-09,2024-01-09,COMPLETED,COMPLETED,EURUSD,2024-01-09,EURUSD,1.0885,3783.2521819016993,0.0,0.0,1,0.10608909230643243,NO
0261c87a-a15c-459a-af8c-a888b1f81ad9,MATCH,0.0,9142.2,9142.2,USD,USD,2024-01-25,2024-01-25,COMPLETED,COMPLETED,EURUSD,2024-01-25,EURUSD,1.0712,8534.540702016431,0.0,0.0,1,0.05114541578180021,NO
0265a223-71cf-4772-b167-d947efadf069,MATCH,0.0,4804.58,4804.58,USD,USD,2024-01-04,2024-01-04,COMPLETED,COMPLETED,EURUSD,2024-01-04,EURUSD,1.0855,4426.144633809305,0.0,0.0,1,0.09568281646500576,NO
0273be68-e6c5-4969-8118-71cf79fdcd33,MATCH,0.0,9794.85,9794.85,USD,USD,2024-01-07,2024-01-07,COMPLETED,COMPLETED,EURUSD,2024-01-07,EURUSD,1.0879,9003.447007997058,0.0,0.0,1,0.014342292202977447,NO
0274ce40-e090-46b6-b186-a5a8d6ee526b,MATCH,0.0,6801.44,6801.44,USD,USD,2024-01-13,2024-01-13,COMPLETED,COMPLETED,EURUSD,2024-01-13,EURUSD,1.0882,6250.1746002573045,0.0,0.0,1,0.08602021337808774,NO
027e789c-ce40-483b-b915-ad7e2648c819,STATUS_MISMATCH,0.0,9361.45,9361.45,USD,USD,2024-01-24,2024-01-24,COMPLETED,PENDING,EURUSD,2024-01-24,EURUSD,1.0724,8729.438642297651,0.0,0.0,1,0.04020942231996072,NO
02b3c948-4db6-4475-a7dd-1ac44282b6e4,MATCH,0.0,9317.54,9317.54,GBP,GBP,2024-01-02,2024-01-02,COMPLETED,COMPLETED,EURGBP,2024-01-02,EURGBP,0.8531,10921.978666041496,0.0,0.0,1,0.05096698339462802,NO
02b53d3d-8c30-463f-9032-739c2e0f0484,MATCH,0.0,3227.67,3227.67,CHF,CHF,2024-01-01,2024-01-01,COMPLETED,COMPLETED,EURCHF,2024-01-01,EURCHF,0.9479,3405.074374934065,0.0,0.0,1,0.0986434049807775,NO
02b622e9-808e-48d2-9d26-4b1b6593b659,MATCH,0.0,6224.44,6224.44,USD,USD,2024-01-31,2024-01-31,COMPLETED,COMPLETED,EURUSD,2024-01-31,EURUSD,1.0666,5835.777236077254,0.0,0.0,1,0.0889318746057513,NO
02bdeabe-7060-48eb-be8e-ed12a3ea21a2,MATCH,0.0,7279.48,7279.48,CHF,CHF,2024-01-27,2024-01-27,COMPLETED,COMPLETED,EURCHF,2024-01-27,EURCHF,0.951,7654.553101997897,0.0,0.0,1,0.09388248518008901,NO
02dabd76-f310-4525-b517-9e725f857b21,MATCH,0.0,8929.04,8929.04,USD,USD,2024-01-19,2024-01-19,COMPLETED,COMPLETED,EURUSD,2024-01-19,EURUSD,1.0757,8300.678627870224,0.0,0.0,1,0.06457978093868183,NO
02e7df89-b395-4a98-a320-4ff5b538f96c,MISSING_IN_B,9109.85,9109.85,,USD,,2024-01-25,,COMPLETED,,EURUSD,2024-01-25,EURUSD,1.0712,8504.340926064227,8504.340926064227,1.071198740409457,-1,-0.22333133842946473,YES
02fb2869-0df8-4b89-9ce7-eed1fcdfe961,MATCH,0.0,717.86,717.86,GBP,GBP,2024-01-28,2024-01-28,COMPLETED,COMPLETED,EURGBP,2024-01-28,EURGBP,0.8432,851.3519924098672,0.0,0.0,1,0.034002642050209864,NO
03200c4e-40cb-4188-83f0-fac39f601d17,MATCH,0.0,2466.29,2466.29,USD,USD,2024-01-15,2024-01-15,COMPLETED,COMPLETED,EURUSD,2024-01-15,EURUSD,1.0803,2282.9676941590296,0.0,0.0,1,0.08645806670626965,NO
0328c136-629e-43d8-9d1c-a267530ddda6,AMOUNT_MISMATCH,66.84999999999945,6371.53,6304.68,CHF,CHF,2024-01-05,2024-01-05,COMPLETED,COMPLETED,EURCHF,2024-01-05,EURCHF,0.9496,6709.698820556024,70.39806234203817,0.00996317452632165,-1,-0.05604154742357492,YES
032a09e0-5071-45f0-a7ac-590c42f90f92,MATCH,0.0,3341.34,3341.34,CHF,CHF,2024-01-04,2024-01-04,COMPLETED,COMPLETED,EURCHF,2024-01-04,EURCHF,0.9497,3518.3110455933456,0.0,0.0,1,0.09640737778850689,NO
032a461a-df9b-4c1f-aacb-1f6d7549c9f9,MATCH,0.0,4861.13,4861.13,USD,USD,2024-01-05,2024-01-05,COMPLETED,COMPLETED,EURUSD,2024-01-05,EURUSD,1.085,4480.304147465438,0.0,0.0,1,0.09517929515263668,NO
